ID,BUILDING_DEPARTMENT,TYPE,DEPARTMENT_NAME,AND_DEPARTMENT_NAME,MATCH_GCC,Notes,BD_STAFF_COUNT,BD_STAFF_POS,BD_STAFF_TOTAL_WAGES,EmployerPopulation,EmployerCounty
CIT.414,SUTTER CREEK,CITY,,,,,,,,,
CIT.415,TAFT,CITY,,,,,,,,,
CIT.416,TEHACHAPI,CITY,Development Services,,Yes,,11,"Administrative Analyst, Assistant Engineer, Assistant Engineer, Building Inspector, City Engineer, Development Services Director, Development Services Technician, Development Services Technician, Part Time Office Assistant, Planner, Planner",839206.0,11476.0,Kern
CIT.417,TEHAMA,CITY,,,,,,,,,
CIT.418,TEMECULA,CITY,Building & Safety,,Yes,,17,"Administrative Assistant, Administrative Assistant, Building Inspector I, Building Inspector II, Building Inspector II, Building Inspector II, Building Official, Building Official, Code Enforcement Officer I, Code Enforcement Officer II, Code Enforcement Officer II, Code Enforcement Officer II, Field Supervisor (Code), Plan Checker, Senior Building Inspector, Senior Building Inspector, Sr Code Enforcement Officer",1594653.0,112220.0,Riverside
CIT.419,TEMPLE CITY,CITY,,,,,,,,,
CIT.420,THOUSAND OAKS,CITY,Community Development,,Yes,,55,"Administrative Specialist, Assistant Planner, Associate Planner, Associate Planner, Building Inspection Supervisor, Building Official/Building Div Manager, Building Official/Building Div Manager, Code Compliance Officer II, Code Compliance Officer II, Code Compliance Officer II, Code Compliance Supervisor, Combination Building Inspector I, Combination Building Inspector II, Combination Building Inspector II, Combination Building Inspector II, Combination Building Inspector II, Community Devel Director, Community Devel Operations Manager, Community Development Analyst, Community Development Analyst, Community Development Analyst, Community Development Tech I, Community Development Tech I, Community Development Tech I, Community Development Tech I, Community Development Tech II, Community Development Tech II, Community Development Tech II, Community Development Tech II, Cosca Administrator, Deputy Community Dev Director, Hourly City Worker-Admin Aide, Hourly City Worker-Admin Aide, Hourly City Worker-Admin Aide, Office Supervisor, Plan Check Assistant, Plan Check Associate, Plan Check Associate, Plan Check Supervisor, Planning Division Manager, Planning Division Manager, Records Management Specialist, Senior Administrative Specialist, Senior Administrative Specialist, Senior Code Compliance Officer, Senior Combination Building Inspector, Senior Combination Building Inspector, Senior Community Development Tech, Senior Community Development Tech, Senior Planner, Senior Planner, Senior Planner, Senior Planner, Senior Planner, Senior Recording Secretary",5202315.0,122468.0,Ventura
CIT.421,TORRANCE,CITY,Community Development,,Yes,,81,"Admin Analyst -Tier 1, Admin Project Aide, Administrative Assistant I/II, Administrative Assistant I/II, Administrative Assistant I/II, Assistant Engineer, Assistant Engineer, Assistant Engineer, Assistant Engineer, Assistant Engineer, Assistant Engineer, Associate Engineer, Bldg Inspection Supervisor, Building Official, Building Regulations Adminstr, Code Enforcement Officer, Code Enforcement Officer, Code Enforcement Officer, Community Development Director, Electrical Inspector, Senior, Engineering Services Manager, Engineering Technician I, Engineering Technician I, Engineering Technician I, Engineering Technician I, Engineering Technician I, Engineering Technician III, Environmental Qual Officer, Environmental Qual Officer, Environmental Qual Officer, Environmental Qual Officer, Senior, Housing Specialist, Housing Specialist, Housing Specialist, Housing Specialist, Housing Supervisor, Inspector, Building, Inspector, Building, Inspector, Mech & Plumbing, Senior, Inspector, Mech & Plumbing, Senior, Inspector, Public Works, Inspector, Public Works, Inspector, Public Works, Intern II, Management Assistant, Neighborhood Services Manager, Permit Center Supervisor, Permit Center Supervisor, Permit Technician I, Permit Technician I, Permit Technician I, Permit Technician II, Permit Technician II, Planning Assistant, Planning Assistant, Planning Assistant, Planning Assistant, Planning Assistant, Planning Assistant, Planning Associate, Planning Associate, Planning Associate, Planning Associate, Planning Associate, Planning Associate, Planning Associate, Planning Associate, Planning Associate, Planning Manager, Planning Manager, Plans Examiner, Plans Examiner, Plans Examiner, Plans Examiner, Senior Building Inspector, Senior Building Inspector, Senior Business Manager, Senior Code Enforcement Officer, Supervising Admin Assistant, Supervising Plans Examiner, Systems Analyst",6232270.0,143261.0,Los Angeles
CIT.422,TRACY,CITY,Ds Building Division,,Yes,,16,"Building Inspector I, Building Inspector II, Building Inspector II, Building Inspector II, Building Inspector II, Building Inspector II, Building Inspector II, Building Official, Building Permit Technician 1, Building Permit Technician II, Building Permit Technician II, Plan Check Engineer, Plan Examiner 1, Plan Examiner II, Plan Examiner II, Super Building Nspector",1802927.0,98215.0,San Joaquin
CIT.423,TRINIDAD,CITY,,,,,,,,,
CIT.424,TULARE,CITY,Dev Services - Building Services,,Yes,,5,"Building Inspector I, Chief Building Official, Permit Center Coordinator, Permit Technician, Permit Technician",344037.0,73002.0,Tulare
CIT.425,TULELAKE,CITY,,,,,,,,,
CIT.426,TURLOCK,CITY,Development Services/Planning,,Yes,,7,"Development Services Director, Part Time Employee, Part Time Employee, Planner, Assistant, Planner, Assistant, Planner, Senior, Staff Services Technician",482486.0,72219.0,Stanislaus
CIT.427,TUSTIN,CITY,Community Development Building,,Yes,,12,"Administrative Assistant, Administrative Intern PT, Building Inspector, Building Inspector, Building Inspector, Building Official, Building Permit Technician, Plans Examiner, Senior Building Inspector, Senior Building Permit Tech, Senior Building Permit Tech, Temporary Employee",876841.0,79326.0,Orange
CIT.428,TWENTYNINE PALMS,CITY,,,,,,,,,
CIT.429,UKIAH,CITY,Community Planning,,Yes,,7,"1550 Community Development Director, 2574 Chief Building Official, 2575 Chief Planning Manager, 2621 Planning Manager, 2624 Project & Grant Administrator, 6630 Community Development Tech I, 6937 Community Development Tech II",747669.0,16325.0,Mendocino
CIT.430,UNION CITY,CITY,,,,,,,,,
CIT.431,UPLAND,CITY,Development Services,,Yes,,21,"Administrative Assistant, Assistant Engineer, Assistant Engineer, Assistant Planner, Assistant Planner, Budget Specialist, Building Inspector I, Building Inspector II, Building Official, Development Services Director, Development Services Specialist, Development Services Technician II, Economic Development Coordinator, Engineering Technician, Housing Coordinator, Housing Manager, Management Analyst II, Planning Manager, Principal Engineer, Senior Building Inspector, Senior Planner",2063090.0,79140.0,San Bernardino
CIT.432,VACAVILLE,CITY,Community Development,,Yes,,32,"Assistant Director Of Community Development, Assistant Planner, Assistant Planner, Assistant Planner, Assistant Planner, Assistant Planner, Associate Planner, Building Inspector, Building Inspector, Building Inspector/Plans Examiner, Building Plans Examiner, Building Services Coordinator, Chief Building Official, Director Of Community Development, Executive Assistant, Management Analyst II, Office Assistant I (PT), Permit Technician, Permit Technician, Permit Technician (PT), Plan Check Engineer, Planning Manager, Senior Planner, Special Project Coordinator (PT), Student Employee-HS (PT), Student Employee-HS (PT), Student Employee-HS (PT), Student Intern-College (PT), Student Intern-College (PT), Student Intern-College (PT), Student Intern-College (PT), Student Intern-College (PT)",1943441.0,103181.0,Solano
CIT.433,VALLEJO,CITY,Planning & Development Services,,Yes,,41,"Accounting Clerk II, Administrative Analyst I, Administrative Analyst II, Administrative Analyst II, Assistant Planner, Assistant Planner, Assistant Planner, Associate Planner, Building Inspection Manager, Building Inspector I, Building Inspector I, Building Inspector I, Building Permit Technician I, Chief Building Official, Chief Building Official, Code Enforcement Manager, Code Enforcement Officer, Code Enforcement Officer, Code Enforcement Officer, Code Enforcement Officer, Code Enforcement Officer, Development Permit Coordinator, Economic Development Director, Economic Development Program Manager, Economic Development Program Manager, Economic Development Program Manager, Executive Secretary - C, Executive Secretary - C, Plan Check Engineer, Planning And Development Services Director, Planning And Development Services Director, Planning Manager, Planning Manager, Principal Planner, Secretary, Secretary, Secretary, Secretary, Senior Code Enforcement Officer, Senior Community Development Analyst, Senior Planner",2835016.0,122207.0,Solano
CIT.434,VENTURA,CITY,,,,,,,,,
CIT.435,VERNON,CITY,,,,,,,,,
CIT.436,VICTORVILLE,CITY,Building,,Yes,,22,"Administrative Analyst, Administrative Intern, Administrative Intern, Building Division Manager, Building Inspector, Building Inspector, Building Official, Deputy Fire Marshal, Fire Inspector, Fire Inspector, Fire Inspector, Licensing Technician, Office Aide, Office Assistant, Permit Technician, Permit Technician, Permit Technician, Permit Technician, Planning Technician, Secretary, Senior Building Inspector, Senior Plan Checker",1733984.0,141013.0,San Bernardino
CIT.437,VILLA PARK,CITY,,,,,,,,,
CIT.438,VISALIA,CITY,,,,,,,,,
CIT.439,VISTA,CITY,,,,,,,,,
CIT.440,WALNUT,CITY,,,,,,,,,
CIT.441,WALNUT CREEK,CITY,Building,,Yes,,19,"Building Inspection Supervisor, Building Inspector, Building Inspector, Building Inspector, Building Inspector, Building Inspector, Chief Building Official, Office Assistant II, Office Assistant II, Office Assistant II, Permit Center Supervisor, Permit Technician I, Permit Technician II, Permit Technician II, Permit Technician II, Plan Check Engineer, Plan Check Engineer, Plan Check Engineer, Plan Check Engineer",2078432.0,69927.0,Contra Costa
CIT.442,WASCO,CITY,,,,,,,,,
CIT.443,WATERFORD,CITY,,,,,,,,,
CIT.444,WATSONVILLE,CITY,Community Development,,Yes,,20,"Admin Analyst, Admin Analyst, Admin Analyst, Assistant Comm Dev Director, Assistant Planner, Associate Planner, Building Inspector, Building Inspector, Building Official, Code Enforcement Officer I, Code Enforcement Officer II, Comm Dev Director, Community Development Director, Develop Review Technician, Executive Assistant, Housing Manager, Permit Service Supervisor, Permit Technician, Senior Building Inspector, Senior Code Enforcement Officer",1988913.0,51101.0,Santa Cruz
CIT.445,WEED,CITY,,,,,,,,,
CIT.446,WEST COVINA,CITY,,,,,,,,,
CIT.447,WEST HOLLYWOOD,CITY,Building And Safety,,Yes,,10,"Associate Plan Check Engineer, Building & Safety Manager/Building Official, Building & Safety Permit Technician, Building & Safety Permit Technician, Building & Safety Permit Technician, Intern - Building And Safety Division, Senior Combination Building Inspector, Senior Combination Building Inspector, Senior Plan Check Engineer, Senior Plan Check Engineer",1574335.0,35284.0,Los Angeles
CIT.448,WEST SACRAMENTO,CITY,Community Development,,Yes,,41,"Administrative Analyst II, Assistant Engineer, Associate Engineer, Associate Planner, Associate Transport Planner, Building Inspector I, Building Inspector I, Building Inspector I, Chief Building Official, Code Enforcement Manager, Code Enforcement Officer I, Director Of Community Development, Engineering Technician III, Environmental Services & Sustainability Manager, Permit Services Manager, Permit Technician I - Extra Help, Permit Technician II, Permit Technician II, Permit Technician II, Plans Examiner I, Principal Engineer, Program Technician II, Secretary, Secretary, Senior Analyst, Senior Analyst, Senior Building Inspector, Senior Clerk, Senior Code Enforcement Officer, Senior Code Enforcement Officer, Senior Code Enforcement Officer, Senior Engineer, Senior Engineer, Senior Planner, Senior Planner, Senior Planner, Senior Transportation Planner, Student Intern, Student Intern, Supervising Transportation Planner, Sustainability Manager",3839696.0,55403.0,Yolo
CIT.449,WESTLAKE VILLAGE,CITY,,,Caveat,Contract out to LA County. See Link: https://dpw.lacounty.gov/bsd/content/contractcities.aspx,0,,,,
CIT.450,WESTMINSTER,CITY,Inspections,,Yes,,16,"Administrative Assistant, Building Official, Business License Inspector, Community Development Director, Interim Community Development Director, Intern, Intern, Management Analyst, Permit Technician, Permit Technician, Plan Checker/Inspector Aide /PT, Plan Checker/Inspector Aide /PT, Project Manager 960, Senior Combo Building Inspector, Senior Inspector, Sr. Administrative Assistant",1008678.0,90295.0,Orange
CIT.451,WESTMORLAND,CITY,,,,,,,,,
CIT.452,WHEATLAND,CITY,,,,,,,,,
CIT.453,WHITTIER,CITY,Community Development,,Yes,,26,"Administrative Intern, Administrative Intern, Administrative Secretary, Assistant Director Of Community Development, Assistant Planner, Assistant Planner, Associate Planner, Building Inspector I, Building Inspector II, Building Inspector II, Building Services Manager - Building Official, Clerical Temporary, Clerical Temporary, Clerical Temporary, Director Of Community Development, Office Supervisor, Permit Technician I/II 1-1-11, Permit Technician II, Principal Planner, Retired Annuitant Manager, Secretary, Senior Building Inspector/Plan Checker, Senior Building Inspector/Plan Checker, Senior Management Analyst, Senior Permit Technician, Senior Planner",1957755.0,87850.0,Los Angeles
CIT.454,WILDOMAR,CITY,Community Development,,Yes,,13,"Building Inspector II, Chief Building Official, Code Enforcement Manager, Code Enforcement Officer I, Code Enforcement Supervisor, Community Development Director, Development Services Technician I, Development Services Technician I, Intern I, Senior Building Inspector, Senior Management Analyst, Senior Management Analyst, Senior Planner",1177041.0,37077.0,Riverside
CIT.455,WILLIAMS,CITY,,,,,,,,,
CIT.456,WILLITS,CITY,,,,,,,,,
CIT.457,WILLOWS,CITY,,,,,,,,,
CIT.458,WINTERS,CITY,Building,,Yes,,1,Development Services Technician,84162.0,8021.0,Yolo
CIT.459,WOODLAKE,CITY,,,,,,,,,
CIT.460,WOODLAND,CITY,CD Building,,Yes,,3,"Chief Building Official, Code Compliance Officer I/II, Senior Building Plan Examiner",321867.0,61623.0,Yolo
CIT.461,YORBA LINDA,CITY,Building,,Yes,,11,"Building Inspector, Building Inspector, Building Inspector, Building Inspector, Building Official, Building Permit Technician, Building Permit Technician, Building Permit Technician, Plan Check Engineer, Senior Building Inspector, Senior Building Permit Tech",1136885.0,66267.0,Orange
CIT.462,YREKA,CITY,,,,,,,,,
CIT.463,YUBA CITY,CITY,,,,,,,,,
CIT.464,YUCAIPA,CITY,Engineering,Planning,Yes,,14,"Assistant City Engineer, Associate Engineer, Associate Engineer, Associate Engineer, Director Of Development Service/City Engineer, Public Service Employee Ix - Special Projects Manager, Public Works Analyst, Senior Administrative Assistant (Public Works), Senior Development Services Technician, Administrative Assistant, Associate Planner, Associate Planner, Deputy Director Of Community Development/City Planner, Development Services Technician",1642262.0,54838.0,San Bernardino
CNT.001,COUNTY OF ALAMEDA,COUNTY,Development Services,,Yes,,34,"Associate Civil Engineer, Associate Civil Engineer, Associate Civil Engineer, Asst Engineer, Asst Engineer, Asst Engineer, Building Inspector II, Building Inspector II, Building Inspector II, Building Inspector II, Building Official, Materials Testing Tech III, Materials Testing Tech III, Materials Testing Tech III, Public Works Tech Asst I, Public Works Tech Asst I, Public Works Tech Asst I, Public Works Tech Asst II, Public Works Tech Asst II, Public Works Tech Asst II, Public Works Tech Asst II, Public Works Tech Asst II, Public Works Tech Asst III, Pw Inspectoriiiconstruction, Pw Inspectoriiiconstruction, Pw Inspectoriiiconstruction, Pw Inspectoriiiconstruction, Pw Inspectoriiiconstruction, Retired Annuitant Ll, Specialist Clerk I, Specialist Clerk I, Suprvsing Building Inspector, Suprvsing Plans Checker, Suprvsing Public Works Inspect",3622646.0,1662482.0,Alameda
CNT.002,COUNTY OF ALPINE,COUNTY,Community Development,,Yes,,18,"Building And Grounds Supervisor, Building And Grounds Supervisor, Building Official, Community Development Deputy Director, Community Development Director, Equipment Mechanic/Shop Coordinator, Extra Help-Building Inspector, Extra Help-Unskilled Labor, Fiscal And Administrative Supervisor, Fiscal And Technical Specialist, Lead Maintenance Worker, Lead Maintenance Worker, Planner II, Planner II, Road Maintenance Foreman, Road Maintenance Worker III, Road Maintenance Worker III, Transit Driver (1X100% And 1X80%)",1148634.0,1177.0,Alpine
CNT.003,COUNTY OF AMADOR,COUNTY,Building Department,,Yes,,6,"Building Inspector III, Building Inspector Supervisor, Building Permit Technician I, Chief Building Official, Community Development Technician II, Plans Examiner I",406419.0,39563.0,Amador
CNT.004,COUNTY OF BUTTE,COUNTY,Development Services,,Yes,,53,"Administrative Analyst I, Administrative Analyst II, Administrative Analyst II, Administrative Assistant, Administrative Services Manager, Assistant Building Official, Assistant Director Of Development Services, Assistant Planner, Assistant Planner, Building Division Manager, Building Inspector I, Building Inspector I, Building Inspector I, Building Inspector III, Building Inspector III, Building Inspector III, Building Plans Examiner, Code Enforcement Division Manager, Code Enforcement Officer I, Code Enforcement Officer I, Code Enforcement Officer I, Code Enforcement Officer I, Code Enforcement Officer I, Code Enforcement Officer I, Code Enforcement Officer II, Code Enforcement Officer II, Code Enforcement Officer II, Code Enforcement Officer II, Code Enforcement Officer II, Code Enforcement Officer II, Code Enforcement Supervisor, Director Of Development Services, Information Technology Analyst I, Information Technology Analyst II, Information Technology Manager, Office Assistant I, Office Assistant I, Office Assistant II, Office Assistant II, Office Assistant II, Permit Center Supervisor, Permit Center Supervisor, Permit Technician I, Permit Technician I, Permit Technician II, Permit Technician II, Permit Technician II, Plan Check Engineer, Planning Division Manager, Principal Planner, Senior Legal Office Assistant, Senior Planner, Senior Planner",3458342.0,207525.0,Butte
CNT.005,COUNTY OF CALAVERAS,COUNTY,Building,,Yes,,10,"Admin Assistant II, Building Inspector I, Building Inspector I, Chief Building Official, Permit Technician I, Permit Technician II, Permit Technician III, Plans Examiner I, Plans Examiner II, Supervising Building Inspector",661779.0,44722.0,Calaveras
CNT.006,COUNTY OF COLUSA,COUNTY,,,,,,,,,
CNT.007,COUNTY OF CONTRA COSTA,COUNTY,,,,,,,,,
CNT.008,COUNTY OF DEL NORTE,COUNTY,Building Inspection,,Yes,,4,"Account Clerk III, Account Clerk III, Building Inspector III, Building Official/Senior Inspector",206933.0,26544.0,Del Norte
CNT.009,COUNTY OF EL DORADO,COUNTY,,,,,,,,,
CNT.010,COUNTY OF FRESNO,COUNTY,P&RM - Development Services Division,,Yes,,71,"Administrative Assistant II, Building Inspector I, Building Inspector I, Building Inspector I, Building Inspector I, Building Inspector I, Building Inspector I, Building Inspector II, Building Inspector II, Building Plans Checker II, Building Plans Checker II, Building Plans Checker III, Chief Building Inspector, Code Enforcement Manager, Deputy Director Of Planning, Development Services & Capital Projects Manager, Engineer II, Engineer III, Engineer III, Engineering Technician I, Office Assistant I, Office Assistant II, Office Assistant II, Office Assistant II, Office Assistant II, Office Assistant II, Planner I, Planner I, Planner I, Planner I, Planner I, Planner I, Planner I, Planner I, Planner I, Planner I, Planner I, Planner I, Planner I, Planner II, Planner II, Planner II, Planner II, Planner II, Planner II, Planner III, Planner III, Planner III, Planner III, Planner III, Planning & Resources Management Officer, Principal Planner, Principal Planner, Program Technician I, Program Technician I, Program Technician I, Program Technician I, Program Technician I, Program Technician I, Program Technician I, Program Technician I, Program Technician II, Program Technician II, Senior Code Enforcement Officer, Senior Engineering Technician, Senior Planner, Senior Planner, Senior Planner, Staff Analyst I, Supervising Building Inspector, Supervising Building Inspector",5025975.0,1037053.0,Fresno
CNT.011,COUNTY OF GLENN,COUNTY,Planning & Community Development,,Yes,,16,"Accounting & General Services Specialist III, Administrative Services Analyst I, Administrative Services Analyst II, Assistant Planner, Assistant Planner, Building Inspector, Chief Building Official, Code Enforcement Officer II, Director Planning & Community Development Services, Environmental Health Director, Geographic Information  Analyst II, Principal Planner, Registered Environmental Health Specialist, Registered Environmental Health Specialist, Senior Building Permit Technician, Transportation Planner",1269058.0,29369.0,Glenn
CNT.012,COUNTY OF HUMBOLDT,COUNTY,Building Inspector,,Yes,,13,"Building Inspector I, Building Inspector II, Building Inspector II, Chief Building Official, Permit Manager, Permit Technician II, Permit Technician II, Permit Technician II, Permit Technician II, Plan Checker I (40 Hours), Plan Checker II (40 Hours), Senior Building Inspector (40), Senior Permit Technician",1044406.0,133817.0,Humboldt
CNT.013,COUNTY OF IMPERIAL,COUNTY,,,,,,,,,
CNT.014,COUNTY OF INYO,COUNTY,,,,,,,,,
CNT.015,COUNTY OF KERN,COUNTY,,,,,,,,,
CNT.016,COUNTY OF KINGS,COUNTY,,,,,,,,,
CNT.017,COUNTY OF LAKE,COUNTY,Building And Safety,,Yes,,15,"Accountant I, Accounting Technician, Senior, Building Inspector, Building Inspector, Building Inspector, Senior, Business Software Analyst, Chief Building Official, Chief Building Official, Community Devel Tech Supervisor, Community Development Tech Senior, Community Development Tech Senior, Office Assistant, Plans Examiner II, Staff Services Analyst I, Temporary Or Extra Help",887378.0,67254.0,Lake
CNT.018,COUNTY OF LASSEN,COUNTY,Planning & Building Services,,Yes,,21,"0132 Assistant/EH Specialist I/II, 0134 Natural Resources Coordinator I/II, 0660 Director Of Planning And Build, 0667 Director Of EH Division, 1030 Secretary, 1034 Senior Building Technician, 1066 Associate Planner, 1066 Associate Planner, 1084 Code Enforcement Officer I, 1085 Code Enforcement Officer II, 1085 Code Enforcement Officer II, 1091 Environmental Health Specialist, 2002 Senior Building Inspector, 2002 Senior Building Inspector, 2003 Senior Planner, 2054 Administrative Assistant, 2054 Administrative Assistant, 2073 Chief Building Official, 2109 Deputy Director Of Planning, 2110 County Surveyor, 2111 Director Of Planning Division",1407215.0,28716.0,Lassen
CNT.019,COUNTY OF LOS ANGELES,COUNTY,,,,,,,,,
CNT.020,COUNTY OF MADERA,COUNTY,Community & Economic Development,Public Works,Yes,,200,"Administrative Analyst I, Administrative Analyst III, Administrative Assistant II (Underfill), Building Inspector I, Building Inspector I, Building Inspector I, Building Inspector I (Extra Help), Building Inspector II, Building Inspector II, Building Inspector III, Building Permit Services Supervisor, Business Systems Analyst I, Chief Of Development Services, Code Enforcement Officer II, Code Enforcement Officer II, Deputy Director Of Community & Economic Development - Building & Fire Safety, Deputy Director Of Community & Economic Development-Environmental Health, Director Of Community & Economic Development, Environmental Health Specialist (Extra-Help), Environmental Health Specialist (Extra-Help), Environmental Health Specialist (Extra-Help), Environmental Health Specialist (Extra-Help), Environmental Health Specialist (Extra-Help), Environmental Health Specialist (Extra-Help), Environmental Health Specialist (Extra-Help), Executive Assistant (Unrepresented), Fire Prevention Inspector I, Fire Prevention Inspector I (Extra Help), Fire Prevention Inspector II, Fire Prevention Inspector II (Extra-Help), Fire Prevention Inspector III, Office Assistant I (Extra Help), Permit Technician I, Permit Technician I, Permit Technician I, Permit Technician I, Permit Technician I, Permit Technician I - Extra Help, Plan Checker I, Plan Checker I, Plan Checker I, Plan Checker III, Planner I, Planner II, Planner III, Planning Aide, Planning Commission, Member, Planning Commission, Member, Planning Commission, Member, Planning Commission, Member, Planning Commission, Member, Program Assistant I, Program Assistant I, Program Assistant I (Extra Help), Registered Environmental Health Specialist II, Registered Environmental Health Specialist II, Registered Environmental Health Specialist II, Senior Accounting Technician, Senior Business Systems Information Analyst, Senior Permit Technician, Senior Planner, Senior Planner, Senior Planner (Extra Help), Senior Registered Environmental Health Specialist, Senior Registered Environmental Health Specialist, Senior Registered Environmental Health Specialist, Senior Registered Environmental Health Specialist, Senior Registered Environmental Health Specialist, Student Assistant - Undergraduate (Unclassified), Supervising Code Enforcement Officer, Supervising Code Enforcement Officer (Extra Help), Supervising Registered Environmental Health Specialist, Accountant - Auditor I, Accountant - Auditor I, Accountant - Auditor II, Accounting Technician II, Accounting Technician II, Accounting Technician II, Administrative Analyst I, Administrative Analyst I, Administrative Analyst II, Administrative Analyst II, Administrative Analyst III, Administrative Assistant II, Administrative Services Officer, Assistant Engineer, Deputy Director Of Public Works - Administrative Services, Deputy Director Of Public Works-Engineering, Deputy Director Of Public Works-Maintenance And Operations, Development Services Engineer, Director Of Public Works, Electrician, Engineer I, Engineer I, Engineer I, Engineer I, Engineer I, Engineer II, Engineer II, Engineer III, Engineering Technician II, Engineering Technician II, Equipment Operator, Equipment Operator, Equipment Operator, Equipment Operator, Equipment Operator, Equipment Operator, Equipment Operator, Equipment Operator, Equipment Operator, Equipment Operator, Equipment Operator, Equipment Service Worker, Equipment Shop Supervisor, Heavy Equipment Mechanic, Heavy Equipment Mechanic, Heavy Equipment Mechanic, Heavy Equipment Mechanic, Heavy Equipment Mechanic, Licensed Utility Worker I, Parts Assistant I, Principal Administrative Analyst, Program Assistant I, Program Assistant I, Program Assistant I, Program Assistant II, Program Assistant II, Program Assistant II, Public Works Inspector II, Public Works Inspector II, Public Works Superintendent-Roads, Public Works Superintendent-Utilities, Road Construction And Maintenance Worker I, Road Construction And Maintenance Worker I, Road Construction And Maintenance Worker I, Road Supervisor, Road Supervisor, Road Supervisor, Road Supervisor, Road Supervisor, Road Supervisor, Road Worker I, Road Worker I, Road Worker I, Road Worker I, Road Worker I, Road Worker I, Road Worker I, Road Worker I, Road Worker I, Road Worker II, Road Worker II, Road Worker II, Road Worker II, Road Worker II, Road Worker II, Road Worker II, Road Worker II, Road Worker II, Road Worker II, Roads Code Compliance And Safety Representative, Senior Civil Engineer, Senior Civil Engineer, Senior Heavy Equipment Mechanic, Senior Road Worker, Senior Road Worker, Senior Road Worker, Senior Road Worker, Senior Road Worker, Senior Road Worker, Senior Traffic Control Maintenance Worker, Solid Waste Program Manager, Special Districts Utility Manager, Traffic Control Maintenance Supervisor, Traffic Control Maintenance Worker I, Traffic Control Maintenance Worker I, Traffic Control Maintenance Worker II, Traffic Control Maintenance Worker II, Traffic Sign Supervisor, Transit Program Manager, Water/Wastewater Operations Supervisor, Water/Wastewater Operations Supervisor, Water/Wastewater Operations Supervisor, Water/Wastewater Operator I, Water/Wastewater Operator I, Water/Wastewater Operator I, Water/Wastewater Operator II, Water/Wastewater Operator II, Water/Wastewater Operator II, Water/Wastewater Operator II, Water/Wastewater Operator II, Water/Wastewater Worker, Water/Wastewater Worker, Water/Wastewater Worker, Water/Wastewater Worker, Water/Wastewater Worker, Water/Wastewater Worker, Water/Wastewater Worker, Water/Wastewater Worker",11829326.0,162599.0,Madera
CNT.021,COUNTY OF MARIN,COUNTY,Cda Building Safety Admin,,Yes,,12,"Admin Services Associate, Assistant Building Official, Building Inspection Supervisor, Building Inspector I, Building Permit Technician II, Community Development Tech II, Community Development Tech II, Community Development Tech II, Community Development Tech II, Dep Director Building & Safety, Permit Ombudsperson, Permit Services Supervisor",1091998.0,254550.0,Marin
CNT.022,COUNTY OF MARIPOSA,COUNTY,Building,,Yes,,7,"Development Services Technician, Development Services Technician, Extra Help Office Assistant II, Extra Help Office Assistant II, Office Technician, Plan Checker/Inspector I/II, Senior Plan Checker/Inspector",351563.0,16917.0,Mariposa
CNT.023,COUNTY OF MENDOCINO,COUNTY,Planning And Building,,Yes,,52,"0057 Staff Assistant II, 0060 Staff Assistant III, 0060 Staff Assistant III, 0060 Staff Assistant III, 0062 Supervising Staff Assistant, 0063 Administrative Assistant, 0086 Sr Department Analyst, 0135 Administrative Services Manager II, 0142 Department Analyst I, 0143 Department Analyst II, 0153 Commission Services Supervisor, 0170 Sr Program Manager, 2012 Cartographer Planner, 2029 Planning Technician I, 2031 Planner I, 2031 Planner I, 2031 Planner I, 2032 Planner II, 2032 Planner II, 2032 Planner II, 2032 Planner II, 2032 Planner II, 2032 Planner II, 2032 Planner II, 2033 Planner III, 2033 Planner III, 2033 Planner III, 2035 Sr Planner, 2035 Sr Planner, 2035 Sr Planner, 2036 Director Planning & Building, 2038 Sr Building Inspector, 2038 Sr Building Inspector, 2039 Building Inspector I, 2039 Building Inspector I, 2039 Building Inspector I, 2040 Building Inspector II, 2041 Building Inspector III, 2041 Building Inspector III, 2042 Chief Building Official, 2042 Chief Building Official, 2043 Code Enforcement Officer I, 2044 Code Enforcement Officer II, 2044 Code Enforcement Officer II, 2044 Code Enforcement Officer II, 2044 Code Enforcement Officer II, 2067 Asst Director Planning & Building, 2070 Supervising Code Enforce Officer, 2070 Supervising Code Enforce Officer, 2071 Code Enforcement Manager, 2074 Supervising Permit Technician, J060 Xh Staff Assistant 3",3734552.0,89827.0,Mendocino
CNT.024,COUNTY OF MERCED,COUNTY,Planning And Community Development,,Yes,,17,"Commission/Board Fees, Commission/Board Fees, Commission/Board Fees, Commission/Board Fees, Commission/Board Fees, Deputy Director - Planning, Development Services Coordinator, Director-Community & Economic Development, Extra Help Permit Technician II, Permit Technician I, Permit Technician I, Permit Technician II, Permit Technician II, Planner I, Planner I, Planner I, Planner III",703593.0,293080.0,Merced
CNT.025,COUNTY OF MODOC,COUNTY,Building & Safety,,Yes,,2,"Chief Building Official, Extra Help - Retired Annuitant",73282.0,8491.0,Modoc
